id,name,Target_Disorder,Indication,Side_Effects,Substitutes,Chemical Class,Therapeutic Class,Action Class,Habit Forming
77568,divawave od 250 tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER, Divalrate ER 250 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
70882,divawave od 500 tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Dvlyf XR 500 Tablet, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
67452,divaxee od 250 tablet pr,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dvs OD 250mg Tablet PR, Divaril-XR 250 Tablet, Divay OD 250mg Tablet PR, Divamas XR 250 Tablet, Davproex 250 Tablet PR",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
67558,divaxee od 500 tablet pr,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Cognirex-OD 500 Tablet PR, Soval Dvx 500 Tablet PR, Davproex 500mg Tablet PR, Divamas XR 500 Tablet, Divaprix OD 500 Tablet PR",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
70938,divaxee od 750 tablet pr,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divozant 750 SR Tablet, Veprate-ER 750 Tablet, Dilpra-OD 750 Tablet, Divalpro XR 750 Tablet, Trend XR 750 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
79829,divay od 250mg tablet pr,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dvs OD 250mg Tablet PR, Divaril-XR 250 Tablet, Divamas XR 250 Tablet, Davproex 250 Tablet PR, Divaxee OD 250 Tablet PR",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
71756,divazen 250mg tablet,Bipolar, Epilepsy/Seizures; Prevention of Migraine;  Bipolar disorder,"Blurred vision, Diarrhea, Dizziness, Double vision, Hair loss, Headache, Impaired coordination, Increased appetite, Loss of appetite, Nausea, Sleepiness, Stomach pain, Tremors, Vomiting, Weakness, Weight gain",Ivalp 250mg Tablet,Valproic Acid Derivative,NEURO CNS,Sodium channel modulators (AED),No
74446,divella 250mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Xdv 250mg Tablet ER, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
74724,divella 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
81403,divella 750mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalcad 750mg Tablet ER, Dvx 750mg Tablet ER, Divalox 750mg Tablet ER, Tikoprex 750 Tablet ER, Divsys OD 750mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
70039,divex 500 er tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
72997,divirex od 250mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dilpra 250 Tablet, Genval OD 250mg Tablet, Diresta 250mg Tablet, Soval Dvx 250mg Tablet, Neuproex OD 250mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
70895,divirex od 500mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
80657,divoces 1000mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divox 1000mg Tablet, Divalin OD   1000mg Tablet, StayHappi Divalproex 1000mg Tablet, Dixval OD   1000mg Tablet, Proexsun 1000mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
75259,divoces 500mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
69100,divolin 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
73961,divolryn 250mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dilpra 250 Tablet, Genval OD 250mg Tablet, Diresta 250mg Tablet, Soval Dvx 250mg Tablet, Neuproex OD 250mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
77681,divopex 250 tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Xdv 250mg Tablet ER, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
75826,divopex 500 tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
75153,divorate 250mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER, Divalrate ER 250 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
74327,divorate 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
80342,divorend 125mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dipro 125mg Tablet, Dixval 125mg Tablet, Divacon 125mg Tablet, Diever 125 Tablet, Valkem OD 125mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
74419,divorend 250mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dilpra 250 Tablet, Genval OD 250mg Tablet, Diresta 250mg Tablet, Soval Dvx 250mg Tablet, Neuproex OD 250mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
71833,divotek 250mg tablet dr,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss",Roetric 250mg Tablet DR,Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
70487,divotek 500mg tablet dr,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss",Roetric 500mg Tablet DR,Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
75079,divovib 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
71319,divox 1000mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalin OD   1000mg Tablet, StayHappi Divalproex 1000mg Tablet, Dixval OD   1000mg Tablet, Proexsun 1000mg Tablet, Diprate OD   1000mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
70097,divozant 500 tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
78376,divprex 500mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
72669,divsez-od 250 tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Xdv 250mg Tablet ER, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
72067,divsez-od 500 tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
78974,divsys od 1000mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Proval 1000mg Tablet ER, Valex 1000mg Tablet ER, Divalox 1000mg Tablet ER, Tikoprex 1g Tablet ER, Divalgress 1000mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
79226,divsys od 250mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER, Divalrate ER 250 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
74718,divsys od 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
79851,divsys od 750mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalcad 750mg Tablet ER, Dvx 750mg Tablet ER, Divalox 750mg Tablet ER, Tikoprex 750 Tablet ER, Divalrate 750mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
76902,divum-od 500 tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
73196,divuna 250mg tablet er,Bipolar, Epilepsy/Seizures; Prevention of Migraine;  Bipolar disorder,"Blurred vision, Diarrhea, Dizziness, Double vision, Hair loss, Headache, Impaired coordination, Increased appetite, Loss of appetite, Nausea, Sleepiness, Stomach pain, Tremors, Vomiting, Weakness, Weight gain","Convulex 250mg Tablet ER, Develpin 250mg Tablet ER, Valrest 250mg Tablet ER, Disoval  250mg Tablet ER, Welcorate 250mg Tablet ER",Valproic Acid Derivative,NEURO CNS,Sodium channel modulators (AED),No
72813,diwok od 250mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER, Divalrate ER 250 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
71867,diwok od 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
79434,diwok od 750mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalcad 750mg Tablet ER, Dvx 750mg Tablet ER, Divalox 750mg Tablet ER, Tikoprex 750 Tablet ER, Divsys OD 750mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
79271,dixval 125mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dipro 125mg Tablet, Divacon 125mg Tablet, Diever 125 Tablet, Valkem OD 125mg Tablet, Divorend 125mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
69586,dixval 250mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dilpra 250 Tablet, Genval OD 250mg Tablet, Diresta 250mg Tablet, Soval Dvx 250mg Tablet, Neuproex OD 250mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
69322,dixval 500mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
76514,dixval od   1000mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divox 1000mg Tablet, Divalin OD   1000mg Tablet, StayHappi Divalproex 1000mg Tablet, Proexsun 1000mg Tablet, Diprate OD   1000mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
78634,doncorate 250mg tablet er,Bipolar, Epilepsy/Seizures; Prevention of Migraine;  Bipolar disorder,"Blurred vision, Diarrhea, Dizziness, Double vision, Hair loss, Headache, Impaired coordination, Increased appetite, Loss of appetite, Nausea, Sleepiness, Stomach pain, Tremors, Vomiting, Weakness, Weight gain","Convulex 250mg Tablet ER, Develpin 250mg Tablet ER, Valrest 250mg Tablet ER, Disoval  250mg Tablet ER, Welcorate 250mg Tablet ER",Valproic Acid Derivative,NEURO CNS,Sodium channel modulators (AED),No
76002,doncorate 500mg tablet er,Bipolar, Epilepsy/Seizures; Prevention of Migraine;  Bipolar disorder,"Blurred vision, Diarrhea, Dizziness, Double vision, Hair loss, Headache, Impaired coordination, Increased appetite, Loss of appetite, Nausea, Sleepiness, Stomach pain, Tremors, Vomiting, Weakness, Weight gain","Develpin 500mg Tablet ER, Convulex 500mg Tablet ER, Welcorate 500mg Tablet ER, Raival 500mg Tablet ER, Disoval  500mg Tablet ER",Valproic Acid Derivative,NEURO CNS,Sodium channel modulators (AED),No
68912,duvagal 500mg tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 500 Tablet, Divawave OD 500 Tablet ER, Ardiva 500mg Tablet ER, Valdiv ER 500 Tablet, Divalrate 500mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
68750,dv exel 500 tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Genval OD 500mg Tablet, Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
68756,dv exel tablet er,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divalgress ER 250 Tablet, Vtrey-ER 250 Tablet, Xdv 250mg Tablet ER, Divalneuro 250mg Tablet ER, Divalid 250mg Tablet ER",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
78588,dval 250mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Dilpra 250 Tablet, Genval OD 250mg Tablet, Diresta 250mg Tablet, Soval Dvx 250mg Tablet, Neuproex OD 250mg Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
76243,dval 500mg tablet,Bipolar,Treatment of Epilepsy/Seizures; Treatment of Bipolar disorder; Prevention of Migraine,"Abdominal pain, Blurred vision, Diarrhea, Dizziness, Double vision, Flu-like symptoms, Hair loss, Headache, Infection, Nausea, Sleepiness, Tremors, Vomiting, Weakness, Weight gain, Weight loss","Divacon 500mg Tablet, Valvorex 500mg Tablet, Dialod 500mg Tablet, Dipro OD 500mg Tablet, Divaa 500 Tablet",Aliphatic Carboxylic acid Derivatives,NEURO CNS,Sodium channel modulators (AED),No
